,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,neighborhood,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,foundation,bsmt_cond,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,totrms_abvgrd,functional,garage_type,garage_cond,paved_drive,wood_deck_sf,sale_type,saleprice,exter_qual_cond,overall_qual_cond,bsmt,heatingmod,kitchen_and_qual,fireplaces_and_qual,garage,porch_total,age
320,50,RM,0.0,12358,Pave,None,OldTown,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,854,0,528,1382,0.0,0.0,1,7,8,Detchd,TA,Y,237,WD ,128500,9,30,4320.0,0.9074944103071056,3,0,3960.0,0,66
321,60,RL,63.0,8577,Pave,None,Gilbert,2004,VinylSd,VinylSd,None,0.0,PConc,TA,847,886,0,1733,0.0,0.0,2,7,8,BuiltIn,TA,Y,144,WD ,185088,12,35,6776.0,1.512490683845176,4,4,7794.0,48,6
322,20,FV,72.0,8640,Pave,None,Somerst,2008,VinylSd,VinylSd,None,0.0,PConc,TA,1402,0,0,1402,0.0,0.0,2,7,8,Attchd,TA,Y,205,WD ,229800,12,35,11216.0,1.512490683845176,4,0,7500.0,126,1
323,20,RL,62.0,10447,Pave,None,Mitchel,1984,Plywood,HdBoard,None,0.0,CBlock,TA,887,0,0,887,0.0,1.0,1,5,8,Attchd,TA,Y,140,WD ,124500,9,30,6216.0,0.9074944103071056,3,0,1728.0,0,23
324,20,RL,80.0,9600,Pave,None,NAmes,1968,MetalSd,MetalSd,None,0.0,CBlock,TA,1051,0,0,1051,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,142000,9,25,7822.0,1.2099925470761408,3,0,6048.0,0,38
325,70,RL,69.0,4899,Pave,None,SWISU,1950,MetalSd,MetalSd,None,0.0,PConc,TA,755,755,0,1510,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,149000,9,48,4835.0,1.512490683845176,3,0,648.0,0,86
326,90,RL,87.0,9246,Pave,None,NWAmes,1973,Plywood,Plywood,BrkFace,564.0,CBlock,TA,1656,0,0,1656,0.0,0.0,2,8,8,Detchd,TA,Y,0,WD ,135000,9,25,9936.0,0.9074944103071056,6,0,3036.0,211,35
327,120,RL,0.0,4928,Pave,None,NPkVill,1976,Plywood,Plywood,None,0.0,CBlock,TA,958,0,0,958,0.0,0.0,2,5,8,Attchd,TA,Y,0,WD ,128000,9,30,8744.0,0.9074944103071056,3,3,5280.0,205,31
328,20,RL,0.0,12692,Pave,None,NoRidge,1993,BrkFace,BrkFace,None,0.0,PConc,TA,3228,0,0,3228,1.0,0.0,3,10,8,Attchd,TA,Y,264,WD ,430000,12,40,28062.0,1.512490683845176,4,4,6552.0,75,15
329,20,RL,84.0,7476,Pave,None,Sawyer,1968,HdBoard,HdBoard,None,0.0,CBlock,TA,1040,0,0,1040,1.0,0.0,1,5,8,Detchd,TA,Y,188,WD ,145000,9,35,6240.0,0.9074944103071056,3,0,12348.0,0,39
330,50,RL,53.0,5362,Pave,None,Crawfor,2003,Wd Sdng,Wd Shng,None,0.0,PConc,TA,661,589,0,1250,0.0,0.0,2,8,8,Detchd,TA,Y,242,WD ,139000,9,30,3966.0,1.512490683845176,3,4,3312.0,0,97
331,80,RL,78.0,12090,Pave,None,NWAmes,2003,VinylSd,VinylSd,BrkFace,74.0,CBlock,TA,1140,728,0,1868,0.0,0.0,3,7,8,BuiltIn,TA,Y,268,WD ,178000,9,42,4680.0,1.512490683845176,3,3,8586.0,259,23
332,60,RL,96.0,12539,Pave,None,NridgHt,2006,CemntBd,CmentBd,BrkFace,468.0,PConc,TA,1632,1158,0,2790,1.0,0.0,2,10,8,BuiltIn,TA,Y,30,WD ,460000,15,50,49652.0,1.512490683845176,5,5,41400.0,392,3
333,75,RL,0.0,11888,Pave,Pave,BrkSide,1994,Wd Sdng,Wd Shng,None,0.0,BrkTil,TA,1445,689,0,2134,0.0,0.0,2,10,8,Detchd,TA,Y,0,WD ,214500,9,36,5064.0,1.2099925470761408,4,0,2646.0,60,93
334,190,RH,0.0,7082,Pave,None,SWISU,1995,VinylSd,VinylSd,None,0.0,PConc,TA,948,980,0,1928,0.0,0.0,2,10,8,None,None,N,0,WD ,160000,9,40,8232.0,1.2099925470761408,6,0,0.0,0,90
335,60,RL,0.0,8755,Pave,None,Gilbert,1999,VinylSd,VinylSd,BrkFace,298.0,PConc,TA,1022,1038,0,2060,1.0,0.0,2,8,8,BuiltIn,TA,Y,0,WD ,214000,12,35,8708.0,1.512490683845176,4,3,4680.0,168,10
336,50,RM,68.0,4080,Pave,Grvl,OldTown,1998,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,861,517,0,1378,0.0,0.0,1,6,8,Detchd,Fa,P,54,WD ,128900,9,48,5406.0,1.2099925470761408,4,0,324.0,0,74
337,190,RL,0.0,32463,Pave,None,Mitchel,1975,MetalSd,MetalSd,Stone,149.0,CBlock,TA,1622,0,0,1622,1.0,0.0,1,7,8,2Types,TA,Y,439,WD ,168000,12,16,16687.0,1.512490683845176,3,3,48816.0,0,46
339,120,RL,0.0,3696,Pave,None,StoneBr,1986,HdBoard,HdBoard,None,0.0,CBlock,TA,1088,0,0,1088,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,170000,12,40,8592.0,1.512490683845176,4,0,5532.0,74,21
340,20,RL,70.0,7560,Pave,None,NAmes,1959,BrkFace,Wd Sdng,None,0.0,CBlock,TA,1040,0,0,1040,0.0,0.0,1,6,8,Attchd,TA,Y,140,WD ,133700,9,25,5871.0,0.9074944103071056,3,0,1716.0,0,47
341,70,RL,55.0,10592,Pave,None,Crawfor,1996,Wd Sdng,Wd Sdng,None,0.0,PConc,Fa,900,602,0,1502,0.0,0.0,1,7,8,Detchd,TA,Y,96,WD ,165000,12,42,3612.0,0.9074944103071056,4,6,540.0,53,84
342,160,RM,21.0,1680,Pave,None,BrDale,1971,HdBoard,HdBoard,BrkFace,604.0,CBlock,TA,483,504,0,987,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,89500,9,18,3614.0,0.9074944103071056,3,0,792.0,0,37
343,190,RL,75.0,10382,Pave,None,NAmes,1958,HdBoard,HdBoard,BrkFace,105.0,CBlock,TA,1095,0,0,1095,1.0,0.0,1,6,8,Attchd,TA,Y,0,ConLD,140000,6,30,10521.0,0.9074944103071056,3,0,1584.0,0,48
344,160,RM,24.0,2522,Pave,None,Edwards,2004,VinylSd,VinylSd,Stone,50.0,PConc,TA,970,739,0,1709,0.0,0.0,2,7,4,Detchd,TA,Y,0,WD ,134000,12,35,7760.0,1.512490683845176,4,0,2280.0,40,2
345,60,RL,70.0,9370,Pave,None,SawyerW,1993,HdBoard,HdBoard,None,0.0,PConc,TA,844,887,0,1731,1.0,0.0,2,7,8,Attchd,TA,Y,307,WD ,248500,12,30,7446.0,1.512490683845176,4,0,5544.0,309,14
346,80,RL,0.0,10246,Pave,None,Sawyer,2001,VinylSd,VinylSd,None,0.0,CBlock,Gd,960,0,0,960,1.0,1.0,0,3,8,Attchd,TA,Y,88,WD ,145000,12,36,9720.0,1.512490683845176,3,0,1092.0,0,41
347,60,RL,85.0,11475,Pave,None,NWAmes,1975,VinylSd,VinylSd,None,0.0,CBlock,TA,811,741,0,1552,1.0,0.0,2,6,8,Attchd,TA,Y,209,WD ,179900,9,36,6254.0,0.9074944103071056,3,3,5208.0,208,31
348,20,RL,75.0,9986,Pave,None,Somerst,2007,VinylSd,VinylSd,BrkFace,428.0,PConc,TA,1795,0,0,1795,0.0,0.0,2,7,8,Attchd,TA,Y,0,New,147000,12,40,53850.0,1.512490683845176,4,4,16110.0,49,1
349,60,RL,63.0,10475,Pave,None,Mitchel,1991,HdBoard,HdBoard,None,0.0,PConc,TA,624,650,0,1274,0.0,0.0,1,6,8,Detchd,TA,Y,22,WD ,136000,9,25,4534.0,1.2099925470761408,3,0,3456.0,0,19
350,50,RM,50.0,6000,Pave,None,BrkSide,1950,MetalSd,MetalSd,None,0.0,CBlock,TA,848,348,0,1196,0.0,1.0,1,6,8,Detchd,TA,Y,0,WD ,128000,12,36,3168.0,1.512490683845176,3,8,3456.0,0,70
351,20,RL,50.0,4280,Pave,None,Sawyer,2001,MetalSd,MetalSd,None,0.0,CBlock,TA,704,0,0,704,0.0,1.0,1,4,8,CarPort,TA,Y,0,WD ,88750,12,36,2240.0,1.512490683845176,2,0,660.0,0,63
352,20,RL,119.0,10895,Pave,None,NAmes,1955,MetalSd,MetalSd,None,0.0,CBlock,TA,972,0,0,972,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,122500,12,30,5832.0,0.9074944103071056,3,0,915.0,0,55
353,50,RL,78.0,17503,Pave,None,NAmes,1950,VinylSd,VinylSd,None,0.0,CBlock,TA,912,546,0,1458,0.0,1.0,1,6,8,Attchd,TA,Y,192,WD ,97500,9,30,5472.0,0.9074944103071056,3,4,990.0,0,62
354,20,RL,109.0,9723,Pave,None,NAmes,1963,MetalSd,MetalSd,BrkFace,332.0,CBlock,TA,1008,0,0,1008,0.0,0.0,1,5,8,Attchd,TA,Y,0,WD ,135000,9,42,6048.0,0.9074944103071056,3,0,5160.0,0,43
355,20,RL,90.0,11694,Pave,None,NridgHt,2007,CemntBd,CmentBd,BrkFace,452.0,PConc,TA,1828,0,0,1828,0.0,0.0,2,9,8,Attchd,TA,Y,0,New,314813,15,45,54228.0,1.512490683845176,4,4,6966.0,368,0
356,50,C (all),105.0,8470,Pave,None,IDOTRR,1982,Plywood,Plywood,None,0.0,CBlock,Fa,1013,0,513,1526,0.0,0.0,1,6,8,None,None,N,0,ConLD,85000,4,6,6078.0,0.9074944103071056,2,0,0.0,0,94
357,50,RM,50.0,6000,Pave,None,BrkSide,2000,MetalSd,MetalSd,None,0.0,BrkTil,TA,786,390,0,1176,0.0,0.0,1,4,8,Detchd,TA,N,210,WD ,134900,12,54,4188.0,0.9074944103071056,3,0,3744.0,0,72
358,20,RL,70.0,10519,Pave,None,Edwards,1999,MetalSd,MetalSd,Stone,164.0,CBlock,TA,1057,0,0,1057,0.0,1.0,1,6,8,Attchd,TA,Y,0,WD ,137000,9,40,12684.0,1.2099925470761408,4,0,864.0,0,51
359,20,RL,91.0,10437,Pave,None,NoRidge,1995,MetalSd,MetalSd,BrkFace,660.0,PConc,TA,2113,0,0,2113,1.0,0.0,2,7,8,Attchd,TA,Y,236,WD ,350000,16,48,50528.0,1.512490683845176,4,3,22653.0,46,13
360,20,RL,65.0,7514,Pave,None,NAmes,1975,MetalSd,MetalSd,None,0.0,CBlock,TA,1387,0,0,1387,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,145000,9,35,10619.0,0.9074944103071056,3,3,1800.0,0,39
361,60,RL,118.0,13654,Pave,None,NridgHt,2006,MetalSd,MetalSd,BrkFace,365.0,PConc,TA,1722,1036,0,2758,0.0,0.0,2,9,8,BuiltIn,TA,Y,282,WD ,418000,12,45,68160.0,1.512490683845176,5,5,21978.0,55,2
362,30,RM,48.0,5747,Pave,None,OldTown,1950,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,840,0,0,840,0.0,0.0,1,5,8,Detchd,Fa,N,112,WD ,64000,9,12,4788.0,1.2099925470761408,2,0,750.0,0,86
363,50,RH,55.0,4500,Pave,Pave,SWISU,2000,VinylSd,Stucco,None,0.0,BrkTil,TA,848,672,0,1520,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,159434,9,25,4758.0,1.512490683845176,3,0,843.0,0,77
364,20,RL,91.0,11830,Pave,None,Somerst,2007,VinylSd,VinylSd,BrkFace,164.0,PConc,TA,1542,0,0,1542,1.0,0.0,2,6,8,Attchd,TA,Y,168,New,260261,12,40,14776.0,1.512490683845176,4,4,7668.0,110,0
365,50,RL,71.0,8520,Pave,None,NAmes,1952,BrkFace,Wd Sdng,None,0.0,CBlock,TA,910,475,0,1385,0.0,0.0,2,6,8,Detchd,TA,Y,0,WD ,166000,6,20,5460.0,0.6049962735380704,3,0,4320.0,0,58
366,85,RL,66.0,6760,Pave,None,NAmes,1962,HdBoard,HdBoard,None,0.0,CBlock,TA,936,0,0,936,1.0,0.0,1,6,8,Attchd,TA,Y,24,WD ,130000,9,25,13192.0,0.9074944103071056,3,1,1728.0,90,45
367,50,RL,51.0,6191,Pave,None,SWISU,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,Fa,824,464,0,1288,0.0,0.0,1,6,8,Detchd,TA,Y,0,WD ,112000,9,20,3296.0,0.9074944103071056,3,0,720.0,0,65
368,20,RL,80.0,8700,Pave,None,NAmes,1963,MetalSd,MetalSd,BrkFace,148.0,CBlock,TA,1128,0,0,1128,1.0,0.0,2,6,8,Attchd,TA,Y,192,WD ,155000,12,30,12664.0,1.2099925470761408,3,0,6300.0,20,45
369,60,RL,92.0,12003,Pave,None,Timber,2010,VinylSd,VinylSd,BrkFace,84.0,PConc,TA,774,1194,0,1968,0.0,0.0,2,8,8,BuiltIn,TA,Y,0,New,269500,12,40,7740.0,1.512490683845176,5,4,18360.0,75,1
370,80,RL,0.0,12700,Pave,None,NAmes,1964,HdBoard,HdBoard,None,0.0,CBlock,TA,1246,0,0,1246,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,172000,9,30,9354.0,0.9074944103071056,3,8,5292.0,69,42
371,70,RL,75.0,13125,Pave,None,Crawfor,1984,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,960,780,0,1740,0.0,0.0,1,6,8,Attchd,TA,Y,0,CWD,219500,9,42,5210.0,0.9074944103071056,3,8,720.0,0,67
372,20,RL,0.0,8638,Pave,None,Sawyer,1963,HdBoard,HdBoard,None,0.0,PConc,TA,925,0,0,925,1.0,0.0,1,5,8,Detchd,TA,Y,203,WD ,133500,9,30,5912.0,1.2099925470761408,3,0,2904.0,74,43
373,80,RL,76.0,9967,Pave,None,Gilbert,2000,VinylSd,VinylSd,None,0.0,PConc,TA,774,656,0,1430,0.0,0.0,2,8,8,BuiltIn,TA,Y,100,WD ,170000,9,35,3072.0,1.512490683845176,3,3,4800.0,0,7
374,70,RM,60.0,9600,Pave,Grvl,OldTown,2003,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,930,636,0,1566,0.0,0.0,2,7,8,Detchd,TA,Y,54,WD ,150000,16,72,5580.0,0.7548348847180488,4,0,864.0,228,110
375,20,RL,0.0,12774,Pave,None,NAmes,1953,MetalSd,MetalSd,None,0.0,PConc,TA,950,0,0,950,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,130000,9,25,6400.0,0.7548348847180488,3,0,2400.0,32,55
376,80,RL,70.0,8163,Pave,None,NAmes,1959,HdBoard,HdBoard,BrkFace,128.0,CBlock,TA,1144,0,0,1144,1.0,0.0,1,6,8,Attchd,TA,Y,86,WD ,143000,12,30,16130.0,0.9074944103071056,3,3,4776.0,0,47
377,20,RL,90.0,9900,Pave,None,NAmes,1961,Plywood,Plywood,None,0.0,CBlock,TA,1114,0,0,1114,1.0,0.0,1,5,8,Attchd,TA,Y,0,COD,140000,12,25,6684.0,0.9074944103071056,3,0,5412.0,164,47
378,20,RL,95.0,13651,Pave,None,NAmes,1973,Plywood,Plywood,BrkFace,1115.0,CBlock,TA,2223,0,0,2223,1.0,0.0,2,8,8,Attchd,TA,Y,300,WD ,244000,12,42,50456.0,1.512490683845176,3,8,9288.0,0,34
379,75,RM,60.0,7200,Pave,None,IDOTRR,1996,MetalSd,MetalSd,None,0.0,BrkTil,Fa,581,530,0,1111,0.0,0.0,1,6,8,Detchd,TA,N,0,WD ,101000,9,35,3180.0,0.9074944103071056,2,0,864.0,0,87
380,20,RM,65.0,9750,Pave,Grvl,OldTown,1958,HdBoard,HdBoard,None,0.0,CBlock,TA,960,0,0,960,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,125000,9,25,5760.0,1.512490683845176,3,0,3744.0,0,48
381,60,RL,73.0,11184,Pave,None,Gilbert,1998,VinylSd,VinylSd,None,0.0,PConc,TA,932,701,0,1633,0.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,183000,9,30,7456.0,1.2099925470761408,3,3,8280.0,39,10
382,75,RM,92.0,5520,Pave,None,OldTown,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,929,929,371,2229,0.0,0.0,1,8,8,None,None,Y,0,WD ,104000,9,36,4530.0,1.512490683845176,3,0,0.0,198,97
383,45,RL,64.0,6390,Pave,None,NAmes,1954,MetalSd,MetalSd,None,0.0,CBlock,TA,984,0,0,984,1.0,0.0,1,4,8,Detchd,TA,Y,0,WD ,112500,9,42,5616.0,0.9074944103071056,3,0,840.0,0,54
384,20,RL,79.0,10240,Pave,None,NWAmes,1980,Plywood,Plywood,BrkFace,157.0,CBlock,TA,1686,0,0,1686,1.0,0.0,2,7,8,Attchd,TA,Y,384,WD ,207500,12,36,11366.0,0.9074944103071056,3,3,3672.0,131,26
385,20,RL,78.0,9316,Pave,None,CollgCr,2005,VinylSd,VinylSd,BrkFace,140.0,PConc,TA,1614,0,0,1614,0.0,0.0,2,7,8,Attchd,TA,Y,100,WD ,225000,12,35,51088.0,1.512490683845176,4,4,10368.0,45,1
386,20,RL,60.0,7200,Pave,None,CollgCr,1972,VinylSd,VinylSd,None,0.0,CBlock,TA,864,0,0,864,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,119900,9,40,5621.0,1.512490683845176,3,0,891.0,0,34
387,20,RL,108.0,12228,Pave,None,NridgHt,2006,VinylSd,VinylSd,Stone,206.0,PConc,Gd,1740,0,0,1740,0.0,0.0,2,8,8,Attchd,TA,Y,0,New,293000,12,35,17210.0,1.512490683845176,4,0,15732.0,43,0
388,20,RL,78.0,10335,Pave,None,Sawyer,1993,Plywood,Plywood,None,0.0,CBlock,TA,1721,0,0,1721,0.0,0.0,2,7,7,Attchd,TA,Y,0,WD ,180000,9,30,8766.0,1.2099925470761408,3,3,5280.0,96,38
389,80,RL,0.0,12328,Pave,None,Mitchel,1976,HdBoard,HdBoard,BrkFace,335.0,CBlock,TA,1034,0,0,1034,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,169900,9,30,16599.0,0.9074944103071056,3,0,7992.0,0,34
390,90,RM,68.0,8930,Pave,None,Sawyer,1978,VinylSd,VinylSd,None,0.0,Slab,None,1318,584,0,1902,0.0,0.0,2,8,8,Attchd,TA,Y,0,WD ,112000,9,30,0.0,0.9074944103071056,6,0,3234.0,0,32
391,20,RL,81.0,9672,Pave,None,SawyerW,1985,HdBoard,Plywood,None,0.0,PConc,TA,1097,0,0,1097,0.0,0.0,2,6,8,Attchd,TA,Y,0,WD ,152000,9,30,8996.0,0.9074944103071056,3,0,2880.0,0,26
392,60,RL,120.0,13975,Pave,None,NridgHt,2006,VinylSd,VinylSd,BrkFace,525.0,PConc,TA,1117,1089,0,2206,0.0,0.0,2,10,8,BuiltIn,TA,Y,148,New,300000,12,45,26160.0,1.512490683845176,5,4,18090.0,95,1
393,80,RL,94.0,7819,Pave,None,Edwards,1976,Plywood,Plywood,None,0.0,CBlock,TA,1117,0,0,1117,1.0,0.0,1,6,8,Detchd,TA,Y,144,WD ,107000,9,30,16199.0,0.9074944103071056,3,3,4032.0,0,34
394,190,RM,60.0,11340,Pave,None,OldTown,1950,VinylSd,AsbShng,None,0.0,PConc,TA,1246,1044,0,2290,0.0,0.0,2,11,8,Detchd,TA,N,0,WD ,122500,9,24,4662.0,1.2099925470761408,6,0,3360.0,0,125
395,160,RM,21.0,1680,Pave,None,BrDale,1972,HdBoard,HdBoard,BrkFace,504.0,CBlock,TA,483,465,0,948,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,89000,9,30,3450.0,0.9074944103071056,3,0,792.0,0,34
396,50,RL,65.0,6001,Pave,None,SWISU,1950,VinylSd,VinylSd,None,0.0,CBlock,TA,600,319,0,919,0.0,0.0,1,5,8,Detchd,TA,Y,0,WD ,95000,9,30,2400.0,1.512490683845176,3,0,693.0,0,70
397,20,RL,78.0,11700,Pave,None,NWAmes,1968,MetalSd,MetalSd,BrkFace,41.0,CBlock,TA,1152,0,0,1152,1.0,0.0,1,7,8,Attchd,TA,Y,0,CWD,143450,9,36,5472.0,1.512490683845176,3,0,4944.0,126,39
398,60,RL,102.0,12858,Pave,None,NridgHt,2010,VinylSd,VinylSd,Stone,162.0,PConc,TA,1627,707,0,2334,0.0,0.0,2,10,8,Attchd,TA,Y,144,New,376162,15,45,15900.0,1.512490683845176,5,4,20277.0,133,1
399,20,RL,73.0,9300,Pave,None,NAmes,1960,MetalSd,HdBoard,BrkFace,324.0,CBlock,TA,1264,0,0,1264,1.0,0.0,1,6,8,Attchd,TA,Y,0,WD ,167500,9,25,7608.0,0.9074944103071056,3,8,2766.0,143,50
400,90,RL,64.0,7018,Pave,None,SawyerW,1979,Plywood,Plywood,Stone,275.0,CBlock,TA,1224,0,0,1224,2.0,0.0,0,6,8,Detchd,TA,Y,120,WD ,153337,9,25,19548.0,0.9074944103071056,6,6,3168.0,0,30
401,70,RH,54.0,6629,Pave,None,Edwards,1950,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,697,672,0,1369,1.0,0.0,2,6,8,Detchd,TA,Y,147,WD ,103600,12,36,4583.0,0.9074944103071056,3,0,900.0,0,84
402,20,RL,75.0,10650,Pave,None,CollgCr,1976,HdBoard,HdBoard,None,0.0,CBlock,Gd,894,0,0,894,1.0,0.0,1,5,8,Attchd,TA,Y,365,WD ,128200,9,30,11970.0,0.9074944103071056,3,0,924.0,0,34
403,160,FV,0.0,2117,Pave,None,Somerst,2000,MetalSd,MetalSd,BrkFace,216.0,PConc,TA,769,804,0,1573,0.0,0.0,2,5,8,Detchd,TA,Y,0,WD ,177500,12,30,6804.0,1.512490683845176,4,0,2640.0,32,10
404,60,RL,105.0,13650,Pave,None,NridgHt,2002,VinylSd,VinylSd,BrkFace,232.0,PConc,TA,1687,563,0,2250,1.0,0.0,2,7,8,Attchd,TA,Y,238,WD ,320000,12,40,47692.0,1.512490683845176,4,5,20412.0,130,8
405,60,RL,42.0,8433,Pave,None,Gilbert,2000,VinylSd,VinylSd,None,0.0,PConc,TA,819,695,0,1514,1.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,190000,9,30,7718.0,1.512490683845176,3,3,7092.0,72,9
406,160,RM,21.0,1680,Pave,None,BrDale,1971,CemntBd,CmentBd,BrkFace,236.0,CBlock,TA,672,546,0,1218,0.0,0.0,1,7,8,None,None,N,201,WD ,91500,9,30,4032.0,0.9074944103071056,3,0,0.0,0,35
407,190,RM,50.0,6000,Pave,None,OldTown,1954,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,811,576,0,1387,0.0,0.0,2,7,8,BuiltIn,TA,Y,0,WD ,93000,9,20,4866.0,0.9074944103071056,8,0,768.0,0,55
408,70,C (all),50.0,8500,Pave,Pave,IDOTRR,1950,BrkFace,BrkFace,None,0.0,BrkTil,TA,649,668,0,1317,0.0,0.0,1,6,8,Detchd,Fa,N,0,WD ,40000,6,16,3894.0,0.9074944103071056,3,0,750.0,54,88
409,70,RM,60.0,6882,Pave,None,IDOTRR,2006,Wd Sdng,Wd Sdng,None,0.0,PConc,TA,773,582,0,1355,0.0,0.0,1,7,8,None,None,Y,136,WD ,127000,9,42,4104.0,0.9074944103071056,4,0,0.0,0,93
410,30,C (all),66.0,8712,Grvl,None,IDOTRR,1950,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,952,0,0,952,0.0,0.0,1,5,8,Detchd,TA,N,0,WD ,50138,4,28,4536.0,1.2099925470761408,3,0,1980.0,0,114
411,20,RL,0.0,7917,Pave,None,Edwards,1976,HdBoard,HdBoard,BrkFace,174.0,CBlock,Gd,1113,0,0,1113,1.0,0.0,1,6,8,Attchd,Gd,Y,370,WD ,148000,12,42,7609.0,0.9074944103071056,3,2,3024.0,30,31
412,30,RM,71.0,6900,Pave,None,IDOTRR,1955,VinylSd,VinylSd,None,0.0,CBlock,TA,778,0,0,778,0.0,0.0,1,4,8,Detchd,Ex,Y,0,WD ,120500,9,30,5246.0,1.512490683845176,3,4,13860.0,25,68
413,50,RL,60.0,9900,Pave,None,SWISU,1950,VinylSd,VinylSd,None,0.0,BrkTil,TA,944,545,0,1489,0.0,0.0,2,7,8,Detchd,TA,Y,335,WD ,139500,9,42,4668.0,0.9074944103071056,3,4,720.0,0,69
414,20,RL,86.0,13286,Pave,None,Edwards,2008,CemntBd,CmentBd,Stone,340.0,PConc,TA,1698,0,0,1698,1.0,0.0,2,8,8,Attchd,TA,Y,327,WD ,320000,15,45,18214.0,1.512490683845176,5,4,20736.0,64,2
415,70,RL,107.0,12888,Pave,None,Sawyer,1980,Wd Sdng,Wd Sdng,None,0.0,CBlock,TA,1262,1005,0,2267,1.0,0.0,1,7,8,Attchd,TA,Y,521,WD ,219000,12,56,6606.0,0.9074944103071056,3,8,8964.0,0,70
416,20,RL,0.0,8885,Pave,None,Mitchel,1983,HdBoard,HdBoard,None,0.0,CBlock,TA,902,0,0,902,1.0,0.0,1,5,8,Attchd,TA,Y,164,WD ,131000,9,25,16060.0,0.9074944103071056,3,0,2904.0,0,23
417,60,RL,62.0,8857,Pave,None,Gilbert,2006,VinylSd,VinylSd,None,0.0,PConc,TA,738,757,0,1495,0.0,0.0,2,7,8,Attchd,TA,Y,100,New,171925,12,30,5904.0,1.512490683845176,4,4,5280.0,30,1
418,20,RL,53.0,14137,Pave,None,Gilbert,1997,HdBoard,HdBoard,None,0.0,PConc,TA,1384,0,0,1384,1.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,177900,12,25,11684.0,1.2099925470761408,4,0,2424.0,39,12
419,70,RL,53.0,6720,Pave,None,Crawfor,1950,VinylSd,VinylSd,None,0.0,BrkTil,TA,851,585,0,1436,0.0,0.0,1,7,8,Detchd,TA,Y,184,CWD,141500,9,42,3510.0,0.9074944103071056,3,4,684.0,0,86
420,60,RL,60.0,7500,Pave,None,Gilbert,1999,VinylSd,VinylSd,None,0.0,PConc,TA,952,684,0,1636,1.0,0.0,2,7,8,Attchd,TA,Y,0,WD ,191000,12,30,8568.0,1.2099925470761408,3,3,7920.0,84,11
421,20,RL,63.0,13072,Pave,None,SawyerW,2004,VinylSd,VinylSd,None,0.0,PConc,TA,1158,0,0,1158,1.0,0.0,1,5,8,Detchd,TA,Y,0,New,158000,9,30,10205.0,1.512490683845176,4,0,3456.0,50,2
422,20,RL,67.0,10656,Pave,None,Timber,2007,VinylSd,VinylSd,Stone,274.0,PConc,TA,1646,0,0,1646,0.0,0.0,2,6,8,Attchd,TA,Y,192,New,248900,12,40,39312.0,1.512490683845176,4,4,15660.0,80,1
423,50,RL,60.0,7200,Pave,None,SWISU,1950,Wd Sdng,Wd Sdng,BrkFace,252.0,BrkTil,TA,981,787,0,1768,1.0,0.0,1,7,8,Detchd,TA,Y,0,WD ,175000,9,35,6417.0,1.512490683845176,4,6,720.0,0,70
424,190,RL,80.0,8800,Pave,None,NAmes,2000,BrkFace,VinylSd,None,0.0,PConc,TA,1565,0,0,1565,1.0,0.0,2,7,7,Attchd,TA,Y,200,WD ,185900,12,42,12839.0,1.512490683845176,4,6,1794.0,25,41
425,75,RM,60.0,10800,Pave,None,OldTown,1970,Wd Sdng,Wd Sdng,None,0.0,BrkTil,TA,880,888,0,1768,0.0,0.0,1,6,8,Detchd,TA,N,0,WD ,163000,9,49,12130.0,0.5032232564786993,3,6,1920.0,341,92
426,190,C (all),50.0,9000,Pave,None,IDOTRR,1951,WdShing,Wd Shng,None,0.0,CBlock,TA,1060,336,0,1396,0.0,0.0,2,8,6,None,None,Y,0,WD ,115000,4,30,7920.0,0.9074944103071056,6,0,0.0,0,55
